id,name,email,age,cohort,graduation_date,mode
4238,***,***,29,Software Engineering,2023-11-08,Online
4239,***,***,35,Software Engineering,2023-05-23,Online
4240,***,***,28,Software Engineering,2025-10-08,In-person
4241,***,***,23,Data Engineering,2023-06-27,In-person
4242,***,***,41,Data Science,2025-06-20,In-person
4243,***,***,28,Data Science,2026-08-03,In-person
4244,***,***,37,Data Science,2025-09-27,In-person
4245,***,***,28,Machine Learning,2023-02-25,Online
4246,***,***,24,Machine Learning,2023-05-01,In-person
4247,***,***,32,Data Science,2025-03-10,In-person
4248,***,***,23,Machine Learning,2023-01-14,In-person
4249,***,***,22,Data Science,2023-08-15,In-person
4250,***,***,38,Data Science,2025-08-02,Online
4251,***,***,33,Web development,2026-07-12,Online
4252,***,***,44,Data Science,2027-08-02,Online
4253,***,***,32,Data Engineering,2026-05-23,Online
4254,***,***,42,Machine Learning,2025-12-12,Online
4255,***,***,44,Data Engineering,2024-08-20,In-person
4256,***,***,31,Web development,2025-09-05,Online
4257,***,***,25,Software Engineering,2025-06-22,In-person
4258,***,***,39,Data Science,2025-09-05,In-person
4259,***,***,32,Data Science,2026-01-26,Online
4260,***,***,32,Data Engineering,2027-07-08,In-person
4261,***,***,40,Data Engineering,2022-10-28,Online
4262,***,***,27,Data Science,2027-06-21,Online
4263,***,***,42,Machine Learning,2027-06-28,Online
4264,***,***,22,Data Science,2023-06-05,Online
4265,***,***,26,Machine Learning,2026-04-10,Online
4266,***,***,37,Software Engineering,2027-09-24,Online
4267,***,***,31,Machine Learning,2024-06-25,In-person
4268,***,***,44,Data Engineering,2024-08-04,In-person
4269,***,***,44,Web development,2024-02-10,Online
4270,***,***,32,Data Science,2022-10-22,Online
4271,***,***,22,Data Science,2026-12-19,In-person
4272,***,***,44,Data Science,2025-04-29,In-person
4273,***,***,40,Software Engineering,2026-11-14,In-person
4274,***,***,36,Data Engineering,2027-02-07,Online
4275,***,***,43,Data Engineering,2024-03-04,Online
4276,***,***,36,Data Science,2027-04-13,In-person
4277,***,***,36,Data Science,2024-11-15,Online
4278,***,***,25,Data Engineering,2026-01-01,Online
4279,***,***,37,Web development,2026-07-24,Online
4280,***,***,32,Software Engineering,2023-07-12,In-person
4281,***,***,31,Data Science,2024-03-20,Online
4282,***,***,44,Data Engineering,2024-10-31,In-person
4283,***,***,30,Data Science,2022-11-22,Online
4284,***,***,43,Machine Learning,2027-06-29,In-person
4285,***,***,39,Data Science,2026-04-13,In-person
4286,***,***,42,Software Engineering,2025-10-12,Online
4287,***,***,24,Data Engineering,2023-11-14,Online
4288,***,***,25,Web development,2025-05-10,Online
4289,***,***,29,Software Engineering,2024-08-13,In-person
4290,***,***,44,Web development,2024-06-05,Online
4291,***,***,41,Machine Learning,2026-09-21,Online
4292,***,***,42,Software Engineering,2027-10-07,In-person
4293,***,***,28,Data Science,2025-08-29,Online
4294,***,***,26,Software Engineering,2022-10-23,In-person
4295,***,***,38,Software Engineering,2025-02-21,Online
4296,***,***,45,Web development,2025-09-28,Online
4297,***,***,29,Machine Learning,2025-08-28,Online
4298,***,***,29,Data Science,2023-05-12,In-person
4299,***,***,26,Machine Learning,2024-12-04,In-person
4300,***,***,27,Software Engineering,2024-05-10,Online
4301,***,***,33,Data Engineering,2024-01-04,In-person
4302,***,***,34,Software Engineering,2022-10-25,In-person
4303,***,***,33,Data Engineering,2024-05-03,In-person
4304,***,***,32,Web development,2023-01-30,Online
4305,***,***,44,Web development,2027-06-03,Online
4306,***,***,24,Data Engineering,2023-12-13,In-person
4307,***,***,28,Web development,2027-01-13,In-person
4308,***,***,24,Software Engineering,2023-09-13,Online
4309,***,***,24,Machine Learning,2025-05-17,Online
4310,***,***,45,Data Engineering,2026-09-20,Online
4311,***,***,39,Data Science,2027-04-03,Online
4312,***,***,35,Data Engineering,2027-07-02,Online
4313,***,***,26,Machine Learning,2025-03-14,In-person
4314,***,***,39,Machine Learning,2022-11-28,In-person
4315,***,***,35,Data Science,2025-11-12,In-person
4316,***,***,31,Machine Learning,2025-01-05,In-person
4317,***,***,35,Machine Learning,2026-03-07,Online
4318,***,***,22,Software Engineering,2027-05-11,In-person
4319,***,***,37,Data Science,2022-12-01,Online
4320,***,***,22,Data Engineering,2025-03-23,Online
4321,***,***,39,Software Engineering,2026-10-26,Online
4322,***,***,28,Web development,2027-03-25,Online
4323,***,***,24,Machine Learning,2025-07-05,Online
4324,***,***,29,Software Engineering,2027-04-24,Online
4325,***,***,35,Software Engineering,2024-07-04,In-person
4326,***,***,25,Web development,2025-07-05,Online
4327,***,***,44,Data Science,2027-09-11,In-person
4328,***,***,37,Data Science,2025-02-16,In-person
4329,***,***,23,Web development,2024-09-06,Online
4330,***,***,44,Machine Learning,2022-12-03,In-person
4331,***,***,30,Web development,2025-03-11,Online
4332,***,***,43,Data Science,2024-11-27,In-person
4333,***,***,23,Data Science,2027-10-01,In-person
4334,***,***,25,Data Science,2026-10-07,Online
4335,***,***,22,Web development,2027-01-25,In-person
4336,***,***,44,Data Engineering,2026-03-28,Online
4337,***,***,23,Web development,2023-02-12,In-person
4338,***,***,44,Software Engineering,2023-07-12,In-person
4339,***,***,24,Software Engineering,2024-09-23,Online
4340,***,***,27,Data Engineering,2024-10-09,In-person
4341,***,***,32,Software Engineering,2025-09-17,In-person
4342,***,***,39,Web development,2026-12-19,In-person
4343,***,***,38,Software Engineering,2025-10-24,Online
4344,***,***,30,Machine Learning,2026-09-27,Online
4345,***,***,36,Machine Learning,2022-10-23,In-person
4346,***,***,34,Data Science,2025-05-02,In-person
4347,***,***,33,Data Engineering,2027-09-10,Online
4348,***,***,41,Data Engineering,2026-06-17,Online
4349,***,***,22,Data Engineering,2024-02-09,Online
4350,***,***,39,Machine Learning,2026-03-26,In-person
4351,***,***,35,Machine Learning,2025-10-20,In-person
4352,***,***,42,Data Engineering,2025-04-17,Online
4353,***,***,29,Software Engineering,2024-09-14,Online
4354,***,***,41,Web development,2027-01-12,In-person
4355,***,***,43,Web development,2026-09-03,In-person
4356,***,***,22,Data Engineering,2026-04-20,Online
4357,***,***,38,Machine Learning,2023-08-19,In-person
4358,***,***,40,Data Engineering,2025-04-27,In-person
4359,***,***,30,Web development,2023-02-05,Online
4360,***,***,39,Machine Learning,2026-08-07,Online
4361,***,***,24,Web development,2023-02-02,In-person
4362,***,***,26,Software Engineering,2025-11-20,In-person
4363,***,***,36,Software Engineering,2024-04-20,In-person
4364,***,***,26,Web development,2023-08-22,Online
4365,***,***,34,Data Science,2027-07-14,Online
4366,***,***,43,Data Engineering,2025-07-12,In-person
4367,***,***,26,Data Science,2025-03-14,Online
4368,***,***,30,Web development,2023-03-12,Online
4369,***,***,34,Machine Learning,2027-08-04,In-person
4370,***,***,39,Web development,2024-09-22,In-person
4371,***,***,29,Machine Learning,2025-02-06,Online
4372,***,***,44,Web development,2027-09-14,Online
4373,***,***,37,Data Engineering,2024-04-06,Online
4374,***,***,30,Data Science,2027-04-05,Online
4375,***,***,25,Machine Learning,2025-08-25,In-person
4376,***,***,29,Machine Learning,2026-11-20,In-person
4377,***,***,36,Web development,2022-12-29,Online
4378,***,***,31,Data Engineering,2027-05-08,Online
4379,***,***,40,Data Science,2026-03-12,Online
4380,***,***,41,Data Engineering,2025-06-10,Online
4381,***,***,28,Data Engineering,2024-03-05,In-person
4382,***,***,38,Data Engineering,2023-12-26,In-person
4383,***,***,41,Data Science,2025-10-13,In-person
4384,***,***,41,Data Engineering,2023-01-21,In-person
4385,***,***,41,Machine Learning,2023-08-16,In-person
4386,***,***,42,Software Engineering,2026-07-26,In-person
4387,***,***,25,Software Engineering,2024-11-16,Online
4388,***,***,43,Data Science,2025-01-15,In-person
4389,***,***,22,Data Engineering,2024-02-20,In-person
4390,***,***,44,Data Engineering,2025-12-27,Online
4391,***,***,29,Software Engineering,2023-06-04,Online
4392,***,***,23,Data Engineering,2023-08-27,Online
4393,***,***,28,Machine Learning,2025-12-01,In-person
4394,***,***,40,Data Engineering,2026-04-03,In-person
4395,***,***,31,Data Science,2023-05-18,Online
4396,***,***,22,Web development,2026-02-28,In-person
4397,***,***,34,Data Engineering,2027-05-05,In-person
4398,***,***,41,Data Science,2027-05-15,Online
4399,***,***,26,Machine Learning,2024-09-20,Online
4400,***,***,33,Web development,2027-04-09,Online
4401,***,***,24,Machine Learning,2025-09-21,In-person
4402,***,***,42,Data Science,2027-02-27,In-person
4403,***,***,28,Data Science,2025-04-07,In-person
4404,***,***,39,Data Engineering,2025-11-07,In-person
4405,***,***,23,Data Science,2027-06-12,In-person
4406,***,***,43,Data Engineering,2024-04-30,In-person
4407,***,***,40,Web development,2027-03-19,Online
4408,***,***,38,Data Science,2024-02-13,In-person
4409,***,***,22,Data Engineering,2022-10-20,Online
4410,***,***,44,Software Engineering,2024-04-11,In-person
4411,***,***,36,Machine Learning,2022-11-06,Online
4412,***,***,23,Data Science,2024-08-13,In-person
4413,***,***,30,Data Engineering,2024-02-09,Online
4414,***,***,22,Web development,2025-11-28,Online
4415,***,***,30,Data Engineering,2022-12-23,In-person
4416,***,***,36,Web development,2024-05-13,Online
4417,***,***,36,Data Science,2027-10-05,Online
4418,***,***,24,Software Engineering,2025-10-12,Online
4419,***,***,39,Data Science,2022-12-26,Online
4420,***,***,36,Data Engineering,2026-11-02,Online
4421,***,***,36,Data Engineering,2027-01-05,Online
4422,***,***,33,Machine Learning,2023-03-20,In-person
4423,***,***,44,Machine Learning,2027-01-21,Online
4424,***,***,29,Machine Learning,2026-10-03,Online
4425,***,***,29,Software Engineering,2022-11-17,Online
4426,***,***,38,Web development,2025-05-06,Online
4427,***,***,37,Data Engineering,2025-05-21,Online
4428,***,***,38,Web development,2024-03-02,In-person
4429,***,***,36,Software Engineering,2026-03-08,In-person
4430,***,***,42,Web development,2027-07-07,Online
4431,***,***,25,Software Engineering,2023-02-11,Online
4432,***,***,43,Data Science,2025-04-25,Online
4433,***,***,24,Web development,2027-05-28,In-person
4434,***,***,43,Data Science,2024-07-12,In-person
4435,***,***,45,Web development,2023-10-20,In-person
4436,***,***,23,Data Science,2024-08-28,Online
4437,***,***,45,Software Engineering,2026-02-22,In-person
4438,***,***,37,Data Science,2025-07-09,In-person
4439,***,***,28,Data Engineering,2027-01-22,In-person
4440,***,***,35,Data Engineering,2027-03-06,In-person
4441,***,***,42,Software Engineering,2025-11-20,Online
4442,***,***,41,Machine Learning,2024-09-09,Online
4443,***,***,31,Machine Learning,2023-08-20,In-person
4444,***,***,42,Data Science,2026-05-14,In-person
4445,***,***,25,Web development,2025-02-07,In-person
4446,***,***,36,Web development,2023-04-06,Online
4447,***,***,28,Data Science,2026-04-12,Online
4448,***,***,24,Web development,2025-08-08,Online
4449,***,***,34,Data Science,2024-07-20,In-person
4450,***,***,30,Software Engineering,2026-07-23,In-person
4451,***,***,31,Data Engineering,2022-10-26,In-person
4452,***,***,43,Data Engineering,2024-06-14,In-person
4453,***,***,36,Web development,2026-10-10,In-person
4454,***,***,27,Software Engineering,2023-10-19,Online
4455,***,***,22,Software Engineering,2025-11-28,Online
4456,***,***,38,Web development,2023-11-14,In-person
4457,***,***,36,Software Engineering,2023-11-04,Online
4458,***,***,43,Software Engineering,2024-02-27,Online
4459,***,***,41,Web development,2026-08-24,Online
4460,***,***,22,Software Engineering,2024-08-15,In-person
4461,***,***,23,Software Engineering,2025-10-23,In-person
4462,***,***,40,Data Science,2023-05-15,Online
4463,***,***,42,Data Engineering,2026-02-26,Online
4464,***,***,24,Web development,2024-08-15,In-person
4465,***,***,22,Data Science,2023-05-12,Online
4466,***,***,41,Data Science,2024-07-02,In-person
4467,***,***,33,Data Engineering,2023-12-06,In-person
4468,***,***,24,Software Engineering,2027-05-11,Online
4469,***,***,41,Data Engineering,2026-12-13,In-person
4470,***,***,41,Machine Learning,2022-12-29,Online
4471,***,***,23,Data Engineering,2024-10-07,In-person
4472,***,***,28,Web development,2023-10-24,In-person
4473,***,***,26,Machine Learning,2026-09-27,In-person
4474,***,***,33,Software Engineering,2026-10-30,In-person
4475,***,***,37,Data Engineering,2026-01-15,In-person
4476,***,***,32,Software Engineering,2025-02-20,In-person
4477,***,***,45,Machine Learning,2023-04-25,Online
4478,***,***,35,Data Science,2025-01-01,In-person
4479,***,***,40,Software Engineering,2025-06-17,Online
4480,***,***,38,Software Engineering,2024-06-17,In-person
4481,***,***,36,Machine Learning,2027-06-02,In-person
4482,***,***,32,Machine Learning,2023-08-05,Online
4483,***,***,28,Web development,2024-10-29,In-person
4484,***,***,42,Machine Learning,2024-10-31,In-person
4485,***,***,26,Machine Learning,2027-02-15,In-person
4486,***,***,23,Data Science,2023-04-27,Online
4487,***,***,32,Data Science,2023-02-15,In-person
4488,***,***,24,Data Science,2026-02-05,In-person
4489,***,***,26,Data Science,2024-02-11,Online
4490,***,***,40,Machine Learning,2024-08-23,Online
4491,***,***,45,Web development,2024-12-30,Online
4492,***,***,38,Machine Learning,2024-09-25,Online
4493,***,***,39,Software Engineering,2026-11-23,Online
4494,***,***,22,Data Science,2027-02-20,In-person
4495,***,***,44,Software Engineering,2023-12-16,Online
4496,***,***,38,Data Engineering,2025-07-16,In-person
4497,***,***,22,Data Science,2026-06-26,Online
4498,***,***,34,Data Science,2025-01-08,Online
4499,***,***,32,Data Engineering,2023-04-26,Online
4500,***,***,23,Web development,2024-12-20,In-person
4501,***,***,42,Machine Learning,2026-12-18,Online
4502,***,***,35,Machine Learning,2023-05-29,In-person
4503,***,***,45,Data Science,2025-06-19,Online
4504,***,***,38,Data Science,2027-04-30,Online
4505,***,***,32,Data Engineering,2025-06-28,Online
4506,***,***,39,Machine Learning,2022-12-06,In-person
4507,***,***,26,Software Engineering,2023-02-12,Online
4508,***,***,23,Machine Learning,2026-02-16,In-person
4509,***,***,40,Web development,2026-06-01,In-person
4510,***,***,27,Web development,2026-08-02,In-person
4511,***,***,27,Machine Learning,2026-01-05,Online
4512,***,***,34,Data Science,2025-10-12,In-person
4513,***,***,36,Software Engineering,2027-08-30,Online
4514,***,***,37,Data Science,2022-11-14,In-person
4515,***,***,35,Software Engineering,2027-09-18,Online
4516,***,***,24,Machine Learning,2025-10-11,In-person
4517,***,***,35,Web development,2027-06-08,Online
4518,***,***,42,Software Engineering,2027-08-13,In-person
4519,***,***,39,Machine Learning,2026-12-08,In-person
4520,***,***,45,Data Science,2024-01-15,In-person
4521,***,***,34,Software Engineering,2026-05-30,Online
4522,***,***,39,Software Engineering,2024-09-28,Online
4523,***,***,27,Web development,2026-10-31,In-person
4524,***,***,22,Software Engineering,2027-09-22,Online
4525,***,***,25,Data Science,2022-12-07,In-person
4526,***,***,37,Machine Learning,2025-12-05,In-person
4527,***,***,40,Data Engineering,2027-04-25,In-person
4528,***,***,45,Data Science,2022-10-21,Online
4529,***,***,40,Data Science,2026-05-22,In-person
4530,***,***,23,Software Engineering,2025-02-13,In-person
4531,***,***,27,Web development,2026-10-01,In-person
4532,***,***,31,Software Engineering,2023-04-16,In-person
4533,***,***,30,Machine Learning,2027-03-06,Online
4534,***,***,44,Data Science,2023-07-15,Online
4535,***,***,31,Data Science,2026-09-22,In-person
4536,***,***,27,Machine Learning,2026-11-21,In-person
4537,***,***,22,Web development,2023-04-08,Online
4538,***,***,42,Data Science,2027-04-07,In-person
4539,***,***,35,Data Engineering,2025-06-01,Online
4540,***,***,37,Data Engineering,2023-05-26,Online
4541,***,***,29,Machine Learning,2025-03-02,Online
4542,***,***,41,Data Science,2026-08-10,Online
4543,***,***,32,Machine Learning,2022-11-30,In-person
4544,***,***,23,Data Engineering,2024-11-15,Online
4545,***,***,35,Machine Learning,2024-09-06,Online
4546,***,***,42,Machine Learning,2026-03-04,In-person
4547,***,***,25,Machine Learning,2024-08-16,Online
4548,***,***,26,Data Science,2026-06-28,In-person
4549,***,***,32,Web development,2025-12-31,Online
4550,***,***,39,Machine Learning,2024-07-20,Online
4551,***,***,28,Machine Learning,2027-10-11,In-person
4552,***,***,28,Web development,2026-12-11,In-person
